Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,Sensor,Actuator,instances
Vehicle.Cabin.Seat.Cushion.Height.Row2,"4999","sensor","uint16","True","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row2.Pos1,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row2.Pos2,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row2.Pos3,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row2.Pos4,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row2.Pos5,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row3,"4999","sensor","uint16","True","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row3.Pos1,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row3.Pos2,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row3.Pos3,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row3.Pos4,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row3.Pos5,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row4,"4999","sensor","uint16","True","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row4.Pos1,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row4.Pos2,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row4.Pos3,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row4.Pos4,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Height.Row4.Pos5,"4999","sensor","uint16","False","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.","","","",
Vehicle.Cabin.Seat.Cushion.Length,"5000","sensor","uint16","True","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Cushion.Length.Row1,"5000","sensor","uint16","True","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row1.Pos1,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row1.Pos2,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row1.Pos3,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row1.Pos4,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row1.Pos5,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row2,"5000","sensor","uint16","True","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row2.Pos1,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row2.Pos2,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row2.Pos3,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row2.Pos4,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row2.Pos5,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3,"5000","sensor","uint16","True","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3.Pos1,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3.Pos2,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3.Pos3,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3.Pos4,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3.Pos5,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4,"5000","sensor","uint16","True","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4.Pos1,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4.Pos2,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4.Pos3,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4.Pos4,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4.Pos5,"5000","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Lumbar,"5001","branch","","False","","","","Lumbar signals","","",""
Vehicle.Cabin.Seat.Lumbar.Inflation,"5002","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1,"5002","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1.Pos1,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1.Pos2,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1.Pos3,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1.Pos4,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1.Pos5,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2,"5002","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2.Pos1,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2.Pos2,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2.Pos3,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2.Pos4,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2.Pos5,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3,"5002","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3.Pos1,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3.Pos2,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3.Pos3,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3.Pos4,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3.Pos5,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4,"5002","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4.Pos1,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4.Pos2,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4.Pos3,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4.Pos4,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4.Pos5,"5002","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Height,"5003","sensor","uint8","True","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Lumbar.Height.Row1,"5003","sensor","uint8","True","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row1.Pos1,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row1.Pos2,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row1.Pos3,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row1.Pos4,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row1.Pos5,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2,"5003","sensor","uint8","True","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2.Pos1,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2.Pos2,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2.Pos3,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2.Pos4,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2.Pos5,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3,"5003","sensor","uint8","True","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3.Pos1,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3.Pos2,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3.Pos3,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3.Pos4,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3.Pos5,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4,"5003","sensor","uint8","True","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4.Pos1,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4.Pos2,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4.Pos3,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4.Pos4,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4.Pos5,"5003","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.SideBolster,"5004","branch","","False","","","","Side bolster settings","","",""
Vehicle.Cabin.Seat.SideBolster.Inflation,"5005","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1,"5005","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1.Pos1,"5005","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1.Pos2,"5005","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1.Pos3,"5005","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1.Pos4,"5005","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1.Pos5,"5005","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row2,"5005","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
